TOP,JUNGLE,MIDDLE,BOTTOM,SUPPORT
Sett,Lee Sin,Malzahar,Kai'Sa,Nami
Shen,Ekko,Malzahar,Jhin,Bard
Aatrox,Elise,Yasuo,Senna,Tahm Kench
Yasuo,Xin Zhao,Karma,Twitch,Lulu
Nasus,Master Yi,Taric,Ashe,Swain
Mordekaiser,Graves,Diana,Caitlyn,Thresh
Gangplank,Rek'Sai,Kassadin,Ezreal,Karma
Irelia,Rengar,Syndra,Ezreal,Nautilus
Aatrox,Olaf,Sylas,Kai'Sa,Bard
Lucian,Rengar,Orianna,Yasuo,Gragas
Shen,Amumu,Diana,Ashe,Bard
Mordekaiser,Lee Sin,Zed,Kai'Sa,Yuumi
Garen,Rengar,Ziggs,Jhin,Bard
Ornn,Trundle,Zoe,Nautilus,Senna
Yasuo,Jarvan IV,LeBlanc,Ezreal,Bard
Tryndamere,Nunu & Willump,Galio,Kalista,Bard
Ornn,Lee Sin,Yasuo,Vel'Koz,Leona
Maokai,Master Yi,Karma,Caitlyn,Leona
Vayne,Jarvan IV,Kassadin,Ashe,Lulu
Illaoi,Karthus,Vel'Koz,Jhin,Janna
Mordekaiser,Ekko,Cassiopeia,Ezreal,Bard
Irelia,Sejuani,Azir,Lucian,Blitzcrank
Ornn,Amumu,Viktor,Caitlyn,Bard
Poppy,Lee Sin,Diana,Lucian,Nautilus
Singed,Gragas,Yasuo,Caitlyn,Bard
Yasuo,Kindred,Malphite,Jhin,Bard
Shen,Gragas,Vladimir,Miss Fortune,Nami
Malphite,Master Yi,Taric,Aphelios,Bard
Rammus,Kayn,Zed,Cassiopeia,Lulu
Sett,Jarvan IV,Ziggs,Aphelios,Rumble
Camille,Ivern,Ornn,Ezreal,Bard
Maokai,Shyvana,Qiyana,Aphelios,Bard
Renekton,Ekko,Galio,Caitlyn,Karma
Kayle,Elise,Sett,Aphelios,Bard
Yasuo,Jax,Sylas,Varus,Vel'Koz
Karma,Nocturne,Diana,Ezreal,Leona
Yasuo,Sejuani,Sett,Ziggs,Bard
Vayne,Vi,Ahri,Kai'Sa,Karma
Ornn,Gragas,Sett,Miss Fortune,Braum
Ornn,Jarvan IV,Cassiopeia,Miss Fortune,Rakan
Sion,Diana,Yasuo,Ezreal,Bard
Jax,Olaf,Syndra,Xayah,Senna
Aatrox,Jarvan IV,Veigar,Caitlyn,Bard
Darius,Shaco,Viktor,Caitlyn,Yuumi
Sion,Jarvan IV,Syndra,Lucian,Bard
Kled,Zac,Kassadin,Vayne,Zilean
Karma,Lee Sin,Fizz,Miss Fortune,Bard
Malphite,Sejuani,Katarina,Jhin,Karma
Garen,Ekko,Rumble,Tristana,Bard
Camille,Warwick,Veigar,Jhin,Nami
Fiora,Nunu & Willump,Syndra,Caitlyn,Braum
Darius,Shaco,Pyke,Vayne,Bard
Lucian,Evelynn,Syndra,Aphelios,Yuumi
Shen,Zac,Malzahar,Sivir,Bard
Jax,Dr. Mundo,Ahri,Miss Fortune,Thresh
Tristana,Graves,Swain,Lucian,Sona
Darius,Udyr,Azir,Jhin,Bard
Irelia,Rek'Sai,Talon,Ezreal,Yuumi
Mordekaiser,Kayn,Kassadin,Jinx,Bard
Malphite,Ekko,Ornn,Jhin,Bard
Yasuo,Zac,Azir,Tristana,Leona
Aurelion Sol,Rengar,Cho'Gath,Ezreal,Yuumi
Sett,Karthus,Talon,Vayne,Bard
Darius,Karthus,Talon,Xayah,Rakan
Malphite,Wukong,Veigar,Sivir,Bard
Aatrox,Warwick,LeBlanc,Caitlyn,Nami
Camille,Diana,Qiyana,Senna,Bard
Mordekaiser,Amumu,Wukong,Ezreal,Bard
Gnar,Lee Sin,Zed,Tristana,Nautilus
Riven,Amumu,Yasuo,Draven,Thresh
Dr. Mundo,Karthus,Diana,Aphelios,Bard
Sett,Jax,Veigar,Tristana,Nami
Malphite,Shaco,Annie,Jhin,Bard
Kayle,Garen,Vladimir,Syndra,Bard
Nasus,Rengar,Sylas,Xayah,Pyke
Darius,Nocturne,Zoe,Aphelios,Rakan
Dr. Mundo,Kayn,Kassadin,Miss Fortune,Bard
Mordekaiser,Trundle,Ziggs,Ezreal,Bard
Singed,Karthus,Zed,Kai'Sa,Thresh
Fiora,Nocturne,Ahri,Ezreal,Swain
Sett,Lee Sin,Diana,Vayne,Bard
Viktor,Jarvan IV,Corki,Miss Fortune,Thresh
Vayne,Shaco,Vel'Koz,Jhin,Bard
Gnar,Kha'Zix,Taliyah,Caitlyn,Lux
Mordekaiser,Rek'Sai,Kassadin,Sivir,Bard
Gangplank,Evelynn,Vel'Koz,Caitlyn,Bard
Irelia,Udyr,Diana,Ezreal,Swain
Cho'Gath,Gragas,Katarina,Kalista,Senna
Renekton,Ekko,Talon,Varus,Bard
Ornn,Lee Sin,LeBlanc,Twitch,Leona
Sett,Gragas,Qiyana,Senna,Bard
Nasus,Master Yi,Zed,Veigar,Blitzcrank
Gnar,Rammus,Cassiopeia,Ezreal,Thresh
Cho'Gath,Elise,Ahri,Miss Fortune,Bard
Darius,Sett,Twisted Fate,Senna,Braum
Ryze,Jarvan IV,Ahri,Miss Fortune,Zyra
Akali,Lee Sin,Veigar,Ezreal,Bard
Soraka,Lee Sin,Xerath,Kog'Maw,Lulu
Aatrox,Sett,Kassadin,Varus,Bard
Sett,Nocturne,Zoe,Ezreal,Nautilus
Singed,Warwick,Fizz,Senna,Bard
Illaoi,Rengar,Rumble,Caitlyn,Leona
Jax,Jarvan IV,Katarina,Ezreal,Zilean
Vladimir,Lee Sin,Syndra,Senna,Lux
Gangplank,Jarvan IV,Fizz,Xayah,Nami
Ornn,Zac,Yasuo,Kai'Sa,Senna
Sett,Rek'Sai,Anivia,Vayne,Bard
Shen,Master Yi,Cassiopeia,Varus,Bard
Darius,Shyvana,Veigar,Vayne,Pyke
Sylas,Tryndamere,Rumble,Senna,Bard
Yasuo,Hecarim,Lucian,Ashe,Janna
Malphite,Vi,Nautilus,Senna,Bard
Sett,Ornn,Azir,Miss Fortune,Leona
Kennen,Nidalee,Pyke,Caitlyn,Thresh
Kled,Ivern,Syndra,Lucian,Taric
Irelia,Lee Sin,Sylas,Kai'Sa,Karma
Aatrox,Shaco,Vladimir,Draven,Pyke
Urgot,Lee Sin,Katarina,Vayne,Vel'Koz
Shen,Nidalee,Pyke,Taliyah,Pantheon
Shyvana,Rengar,Vel'Koz,Ekko,Taric
Shen,Kha'Zix,Katarina,Kai'Sa,Pyke
Kennen,Rengar,Vel'Koz,Xayah,Thresh
Olaf,Shyvana,Zed,Twitch,Lulu
Fiddlesticks,Vi,Zoe,Ashe,Pyke
Maokai,Graves,Vladimir,Caitlyn,Bard
Malphite,Rammus,Pantheon,Draven,Lulu
Kled,Sejuani,Kassadin,Xerath,Nautilus
Ryze,Vi,Vladimir,Aphelios,Lux
Mordekaiser,Olaf,Kled,Jhin,Bard
Warwick,Ekko,Volibear,Lucian,Sett
Jax,Zac,Kassadin,Kled,Pyke
Volibear,Graves,Syndra,Ashe,Pyke
Tryndamere,Kled,Ahri,Kai'Sa,Soraka
Urgot,Fiddlesticks,Kled,Veigar,Sona
Sett,Kayn,Katarina,Ashe,Lulu
Gragas,Kayn,Aurelion Sol,Thresh,Senna
Darius,Zac,Ahri,Ezreal,Soraka
Darius,Hecarim,Diana,Yasuo,Lulu
Camille,Elise,Zed,Kled,Senna
Malphite,Olaf,Xerath,Lucian,Karma
Darius,Ekko,Kled,Senna,Soraka
Fiora,Nidalee,Galio,Tristana,Nami
Renekton,Hecarim,Zed,Kled,Karma
Jax,Shaco,Kled,Draven,Sona
Garen,Nocturne,Corki,Ezreal,Zyra
Teemo,Lee Sin,Pyke,Garen,Yuumi
Riven,Olaf,Annie,Xayah,Bard
Vladimir,Graves,Irelia,Lucian,Zyra
Shyvana,Nunu & Willump,Kled,Yasuo,Xerath
Maokai,Rek'Sai,Kled,Miss Fortune,Xerath
Ornn,Trundle,Qiyana,Ziggs,Nautilus
Darius,Warwick,Akali,Caitlyn,Janna
Garen,Zac,Kled,Yasuo,Blitzcrank
Darius,Rek'Sai,Twisted Fate,Vayne,Janna
Sett,Shyvana,Kled,Miss Fortune,Zyra
Singed,Shaco,Vladimir,Sivir,Pyke
Ekko,Master Yi,Galio,Aphelios,Janna
Yasuo,Vi,Karthus,Jhin,Xerath
Nasus,Nidalee,Kled,Varus,Thresh
Ryze,Dr. Mundo,Kled,Miss Fortune,Pyke
Shen,Olaf,Karma,Vayne,Thresh
Renekton,Zac,Kled,Caitlyn,Soraka
Camille,Ivern,Annie,Kog'Maw,Lulu
Singed,Kayn,Kassadin,Caitlyn,Morgana
Darius,Graves,Pantheon,Kled,Malphite
Mordekaiser,Graves,Corki,Ezreal,Karma
Renekton,Nunu & Willump,Malzahar,Pyke,Malphite
Garen,Volibear,Ahri,Jinx,Karma
Sett,Fiddlesticks,Irelia,Cho'Gath,Senna
Fiora,Nidalee,Kayn,Jhin,Soraka
Ornn,Zac,Twisted Fate,Kled,Karma
Camille,Graves,Viktor,Kled,Senna
Aatrox,Jarvan IV,Morgana,Kai'Sa,Leona
Vladimir,Dr. Mundo,Kled,Maokai,Senna
Rengar,Fiddlesticks,Corki,Vayne,Thresh
Yorick,Lee Sin,Annie,Ashe,Lux
Maokai,Kayn,Kled,Jinx,Karma
Sion,Evelynn,Orianna,Jhin,Xerath
Soraka,Graves,Ekko,Kled,Maokai
Soraka,Kha'Zix,Kled,Kai'Sa,Lux
Shen,Shaco,Galio,Maokai,Senna
Soraka,Kha'Zix,Kled,Sivir,Thresh
Irelia,Kayn,Vladimir,Kalista,Yuumi
Maokai,Ornn,Cassiopeia,Vayne,Blitzcrank
Shen,Teemo,Kled,Lucian,Soraka
Soraka,Shyvana,Kled,Miss Fortune,Nautilus
Vladimir,Kha'Zix,Garen,Aphelios,Sona
Dr. Mundo,Kha'Zix,Twisted Fate,Aphelios,Soraka
Maokai,Kayn,Syndra,Lucian,Thresh
Camille,Evelynn,Kled,Lucian,Sona
Poppy,Hecarim,Malzahar,Varus,Volibear
Mordekaiser,Ekko,Cassiopeia,Soraka,Senna
Veigar,Warwick,Kled,Miss Fortune,Thresh
Fiora,Kayn,Zoe,Jinx,Janna
Ryze,Olaf,Syndra,Kai'Sa,Bard
Darius,Fiddlesticks,Kled,Ezreal,Senna
Renekton,Jarvan IV,Katarina,Kalista,Leona
Olaf,Kayn,Syndra,Draven,Karma
Mordekaiser,Fiddlesticks,Kled,Varus,Galio
Zac,Vi,Diana,Miss Fortune,Lulu
Mordekaiser,Rek'Sai,Qiyana,Draven,Pyke
Aatrox,Shyvana,Kled,Kai'Sa,Thresh
Urgot,Fiddlesticks,Lucian,Ezreal,Karma
Wukong,Kayn,Lux,Pyke,Leona
Renekton,Zac,Katarina,Tristana,Janna
Gragas,Kayn,Viktor,Twitch,Lulu
Maokai,Rengar,Orianna,Jhin,Janna
Sion,Fiddlesticks,Volibear,Heimerdinger,Soraka
Kled,Lee Sin,Azir,Pyke,Lux
Dr. Mundo,Kayn,Cassiopeia,Ezreal,Morgana
Riven,Graves,Sylas,Pyke,Senna
Gangplank,Fiddlesticks,Lissandra,Pyke,Zyra
Kled,Shaco,Katarina,Miss Fortune,Yuumi
Renekton,Rammus,Fizz,Vayne,Poppy
Malphite,Olaf,Ryze,Pyke,Sett
Jayce,Fiddlesticks,Orianna,Ezreal,Yuumi
Kled,Taliyah,Pantheon,Draven,Morgana
Maokai,Evelynn,Qiyana,Ezreal,Nami
Gnar,Brand,Diana,Pyke,Soraka
Pyke,Olaf,Taliyah,Ezreal,Janna
Sett,Evelynn,Malzahar,Caitlyn,Brand
Sylas,Graves,Yasuo,Viktor,Bard
Akali,Ivern,Vladimir,Pyke,Senna
Cassiopeia,Nidalee,Vi,Ashe,Janna
Orianna,Ivern,Urgot,Pyke,Senna
Irelia,Evelynn,Kassadin,Twitch,Lulu
Jax,Lee Sin,Kled,Jhin,Janna
Aatrox,Fiddlesticks,Galio,Vayne,Zilean
Renekton,Hecarim,Kled,Kai'Sa,Teemo
Malphite,Lee Sin,Malzahar,Varus,Leona
Mordekaiser,Fiddlesticks,Kled,Tristana,Bard
Cassiopeia,Volibear,Lucian,Aphelios,Karma
Cho'Gath,Sejuani,Kled,Ezreal,Pyke
Ornn,Lee Sin,Twisted Fate,Vayne,Bard
Sylas,Kled,Qiyana,Teemo,Yuumi
Maokai,Vi,Kled,Teemo,Bard
Karma,Rammus,Syndra,Thresh,Senna
Jayce,Ivern,Galio,Aphelios,Rakan
Kled,Fiddlesticks,Sett,Ezreal,Teemo
Darius,Sylas,Kled,Lucian,Teemo
Aatrox,Kayn,Vel'Koz,Ezreal,Pyke
Kennen,Graves,Zed,Kalista,Janna
Mordekaiser,Kled,Jayce,Caitlyn,Zyra
Mordekaiser,Sett,Kled,Ziggs,Morgana
Zoe,Fiddlesticks,Camille,Miss Fortune,Blitzcrank
Mordekaiser,Lee Sin,Azir,Aphelios,Rakan
Irelia,Shaco,Kled,Ezreal,Vel'Koz
Mordekaiser,Ivern,Kled,Vayne,Sona
Maokai,Lee Sin,Galio,Ezreal,Rakan
Kayle,Zac,Malzahar,Pyke,Senna
Ornn,Kayn,Sylas,Ezreal,Bard
Camille,Taliyah,Kled,Kai'Sa,Soraka
Gnar,Graves,Azir,Ezreal,Yuumi
Riven,Graves,Kled,Ziggs,Soraka
Garen,Nocturne,Rumble,Sett,Senna
Mordekaiser,Taliyah,Kled,Varus,Senna
Urgot,Nidalee,Veigar,Aphelios,Bard
Darius,Hecarim,Sylas,Sivir,Alistar
Wukong,Ekko,Kled,Kalista,Leona
Quinn,Zac,Kassadin,Miss Fortune,Senna
Tryndamere,Graves,Fizz,Caitlyn,Bard
Kennen,Graves,Veigar,Ezreal,Alistar
Kled,Lee Sin,Kassadin,Kalista,Taric
Kayle,Lee Sin,Morgana,Miss Fortune,Senna
Syndra,Kha'Zix,Cho'Gath,Ezreal,Soraka
Malphite,Graves,Garen,Ashe,Lulu
Sett,Sylas,Pyke,Xerath,Senna
Gangplank,Lee Sin,Malzahar,Kai'Sa,Morgana
Zac,Shyvana,Annie,Miss Fortune,Pyke
Poppy,Shyvana,Fizz,Garen,Yuumi
Maokai,Kayn,Orianna,Jinx,Senna
Kled,Shyvana,Irelia,Jhin,Braum
Vladimir,Sejuani,Heimerdinger,Kai'Sa,Thresh
Malphite,Ekko,Veigar,Miss Fortune,Fiddlesticks
Volibear,Kha'Zix,Wukong,Kai'Sa,Taliyah
Syndra,Ivern,Kled,Varus,Zyra
Fiora,Fiddlesticks,Ekko,Draven,Lulu
Jax,Ivern,Kled,Ashe,Soraka
Fiora,Trundle,Cho'Gath,Miss Fortune,Bard
Vladimir,Ivern,Pyke,Varus,Leona
Vayne,Kha'Zix,Veigar,Cassiopeia,Bard
Vladimir,Kayn,Kled,Miss Fortune,Senna
Sylas,Warwick,Riven,Sivir,Yuumi
Lissandra,Lee Sin,Kled,Kalista,Maokai
Mordekaiser,Warwick,Kassadin,Kai'Sa,Leona
Ekko,Gragas,Fiora,Tristana,Yuumi
Sett,Kha'Zix,Vladimir,Kai'Sa,Karma
Akali,Ivern,Ekko,Kled,Maokai
Vayne,Jarvan IV,Orianna,Jhin,Lulu
Kayn,Ivern,Kled,Ziggs,Lulu
Jayce,Ekko,Qiyana,Lucian,Blitzcrank
Fiora,Warwick,LeBlanc,Miss Fortune,Leona
Kayn,Rek'Sai,Katarina,Kled,Galio
Kled,Karthus,Yasuo,Kai'Sa,Sett
Garen,Rammus,Orianna,Tristana,Rakan
Mordekaiser,Kayn,Ekko,Tristana,Senna
Sylas,Sett,Kled,Kai'Sa,Maokai
Renekton,Zac,Kassadin,Ezreal,Pyke
Vladimir,Kha'Zix,Kled,Kai'Sa,Veigar
Irelia,Lee Sin,Corki,Lucian,Karma
Sion,Hecarim,Kled,Jhin,Zyra
Sion,Graves,LeBlanc,Ziggs,Thresh
Malphite,Kayn,Kled,Syndra,Maokai
Sett,Shaco,Kled,Cassiopeia,Taliyah
Urgot,Kayn,Lissandra,Ezreal,Taric
Gragas,Shyvana,Aatrox,Aphelios,Senna
Kled,Sylas,Yasuo,Sivir,Braum
Sylas,Kayn,Qiyana,Lucian,Nami
Garen,Kled,Anivia,Vayne,Veigar
Zilean,Gragas,Kled,Ashe,Fiddlesticks
Shen,Elise,Aurelion Sol,Tristana,Leona
Kled,Kha'Zix,Kennen,Ashe,Veigar
Yasuo,Lee Sin,Sett,Ezreal,Rakan
Yasuo,Trundle,Orianna,Aphelios,Leona
Kled,Nunu & Willump,Vladimir,Ezreal,Veigar
Darius,Nocturne,Ekko,Lucian,Thresh
Vayne,Lee Sin,Kled,Sylas,Veigar
Irelia,Lee Sin,Diana,Kled,Veigar
Tryndamere,Hecarim,Zilean,Lucian,Janna
Malphite,Ekko,Kled,Jinx,Veigar
Urgot,Elise,Malzahar,Vayne,Thresh
Sett,Kai'Sa,Akali,Kled,Maokai
Camille,Master Yi,Syndra,Aphelios,Nautilus
Riven,Sejuani,Azir,Miss Fortune,Pyke
Fiora,Nidalee,Vladimir,Jinx,Soraka
Yasuo,Warwick,Orianna,Jhin,Pyke
Sett,Sejuani,LeBlanc,Kog'Maw,Nami
Trundle,Jarvan IV,Vel'Koz,Miss Fortune,Nami
Nasus,Vi,Rumble,Pyke,Zyra
Shen,Trundle,Katarina,Cassiopeia,Soraka
Camille,Master Yi,Ekko,Kled,Swain
Urgot,Zac,Galio,Twitch,Taric
Malphite,Kha'Zix,Azir,Pyke,Maokai
Teemo,Sylas,Xerath,Pyke,Sett
Jax,Ekko,Kassadin,Miss Fortune,Yuumi
Kayle,Lee Sin,Malzahar,Ezreal,Thresh
Maokai,Shyvana,Karma,Kai'Sa,Shaco
Jax,Nunu & Willump,Lux,Sivir,Yuumi
Maokai,Shyvana,Karma,Ezreal,Galio
Maokai,Nunu & Willump,Ekko,Pyke,Morgana
Yasuo,Wukong,Orianna,Xayah,Rakan
Mordekaiser,Hecarim,Lissandra,Caitlyn,Janna
Gnar,Kayn,Morgana,Pyke,Swain
Kled,Nunu & Willump,Jayce,Cassiopeia,Karma
Maokai,Rengar,Xerath,Pantheon,Galio
Camille,Lee Sin,Cassiopeia,Ezreal,Thresh
Sion,Jarvan IV,Syndra,Pyke,Zyra
Yorick,Jarvan IV,Xerath,Pyke,Zyra
Sylas,Rengar,Zoe,Lucian,Nami
Sion,Jarvan IV,Aurelion Sol,Pyke,Neeko
Shen,Zac,Malzahar,Caitlyn,Janna
Urgot,Kha'Zix,Katarina,Yasuo,Nami
Jayce,Evelynn,Azir,Pyke,Zyra
Singed,Kha'Zix,Qiyana,Pyke,Zyra
Vladimir,Hecarim,Xerath,Miss Fortune,Nautilus
Darius,Fiddlesticks,Fizz,Miss Fortune,Nautilus
Nasus,Sejuani,Orianna,Pyke,Sett
Aatrox,Olaf,Zoe,Ezreal,Yuumi
Ornn,Fiddlesticks,Veigar,Pyke,Leona
Mordekaiser,Rek'Sai,Vladimir,Jinx,Senna
Maokai,Graves,Sion,Pyke,Soraka
Jayce,Sejuani,Syndra,Miss Fortune,Leona
Sion,Graves,Vladimir,Pyke,Soraka
Camille,Xin Zhao,Azir,Pyke,Zyra
Garen,Volibear,Syndra,Ashe,Shaco
Gnar,Vi,Akali,Ezreal,Soraka
Kalista,Lee Sin,Xerath,Sett,Zyra
Orianna,Wukong,Yorick,Ashe,Nami
Kayle,Jarvan IV,Neeko,Pyke,Zyra
Renekton,Ekko,Syndra,Pyke,Sett
Malphite,Vi,Lux,Miss Fortune,Leona
Irelia,Gragas,LeBlanc,Ashe,Soraka
Mordekaiser,Morgana,Vladimir,Kog'Maw,Sona
Nasus,Lee Sin,Kassadin,Pyke,Sona
Malphite,Kayn,Zed,Ezreal,Blitzcrank
Jax,Lee Sin,Ahri,Pyke,Zyra
Urgot,Gragas,Ekko,Caitlyn,Nami
Malphite,Fiddlesticks,Teemo,Jhin,Pyke
Cho'Gath,Wukong,Kled,Morgana,Nami
Shyvana,Nunu & Willump,Ekko,Ezreal,Leona
Ornn,Fiddlesticks,Ziggs,Pyke,Soraka
Wukong,Zac,Diana,Ezreal,Yuumi
Garen,Evelynn,Irelia,Pyke,Zyra
Lucian,Lee Sin,LeBlanc,Tristana,Bard
Sion,Graves,Ekko,Pyke,Soraka
Vladimir,Elise,Syndra,Pyke,Senna
Darius,Kha'Zix,Sylas,Tristana,Blitzcrank
Urgot,Shyvana,Kassadin,Miss Fortune,Nautilus
Maokai,Lee Sin,Ziggs,Pyke,Sona
Teemo,Graves,Diana,Pyke,Zyra
Darius,Kha'Zix,Lux,Jhin,Morgana
Dr. Mundo,Jarvan IV,Xerath,Kled,Sona
Renekton,Ivern,Vel'Koz,Varus,Karma
Kayle,Sejuani,Sion,Pyke,Soraka
Riven,Kha'Zix,Azir,Ashe,Senna
Maokai,Zac,Sylas,Caitlyn,Morgana
Cassiopeia,Ekko,Xerath,Varus,Sett
Vladimir,Zac,Varus,Pyke,Zyra
Illaoi,Nunu & Willump,Ziggs,Veigar,Bard
Olaf,Lee Sin,Vel'Koz,Jhin,Karma
Wukong,Graves,Vladimir,Pyke,Morgana
Garen,Graves,Vladimir,Pyke,Zyra
Jax,Master Yi,Poppy,Kalista,Bard
Jax,Elise,Yasuo,Pyke,Zyra
Poppy,Rengar,Katarina,Vayne,Lulu
Ekko,Rek'Sai,Yasuo,Pyke,Zyra
Renekton,Sejuani,Corki,Kai'Sa,Rakan
Akali,Jarvan IV,Xerath,Ezreal,Vel'Koz
Sylas,Gragas,Yasuo,Pyke,Morgana
Malphite,Master Yi,Kassadin,Kai'Sa,Taric
Mordekaiser,Kha'Zix,Vladimir,Pyke,Morgana
Maokai,Zac,Twisted Fate,Pyke,Morgana
Akali,Shaco,Ekko,Vayne,Janna
Rumble,Nunu & Willump,Jayce,Vayne,Pyke
Darius,Zac,Orianna,Sion,Leona
Sion,Karthus,Zed,Vayne,Soraka
Corki,Volibear,Morgana,Pyke,Senna
Mordekaiser,Rengar,Syndra,Jhin,Yuumi
Lissandra,Sejuani,Pyke,Wukong,Senna
Warwick,Zac,Zilean,Pyke,Lux
Fiora,Fiddlesticks,LeBlanc,Kai'Sa,Neeko
Gnar,Zac,Orianna,Pyke,Leona
Irelia,Sylas,Zed,Ezreal,Janna
Shen,Graves,Cassiopeia,Vayne,Janna
Darius,Zac,Ryze,Pyke,Sett
Shen,Karthus,Viktor,Vayne,Lulu
Karma,Zac,Qiyana,Pyke,Swain
Aatrox,Ivern,Diana,Miss Fortune,Xerath
Tryndamere,Kayn,Rumble,Kled,Sett
Shen,Kayn,Renekton,Ezreal,Soraka
Sion,Zac,Twisted Fate,Pyke,Malphite
Sejuani,Rek'Sai,Varus,Pyke,Zyra
Ornn,Jarvan IV,Kassadin,Xayah,Rakan
Fiora,Elise,Cassiopeia,Ashe,Nautilus
Gangplank,Ekko,Malzahar,Pyke,Zyra
Ornn,Jarvan IV,Twisted Fate,Pyke,Leona
Kayle,Kayn,Viktor,Vayne,Thresh
Kha'Zix,Sett,Irelia,Pyke,Neeko
Renekton,Gragas,Yasuo,Lucian,Alistar
Yasuo,Jarvan IV,Ekko,Anivia,Zyra
Renekton,Lee Sin,Sylas,Ezreal,Bard
Janna,Rammus,Viktor,Ezreal,Taric
Fiora,Ekko,Galio,Pyke,Senna
Renekton,Master Yi,Anivia,Pyke,Nautilus
Irelia,Trundle,Kai'Sa,Leona,Senna
Maokai,Zac,Twisted Fate,Vayne,Morgana
Nasus,Warwick,Cassiopeia,Galio,Lux
Aatrox,Sylas,Qiyana,Twitch,Lulu
Yasuo,Graves,Akali,Pyke,Leona
Wukong,Ekko,Viktor,Jinx,Thresh
Gangplank,Volibear,Karma,Pyke,Leona
Maokai,Jarvan IV,Azir,Pyke,Leona
Aatrox,Warwick,Veigar,Ezreal,Senna
Singed,Lee Sin,Zoe,Vayne,Thresh
Poppy,Wukong,Talon,Fiddlesticks,Leona
Garen,Lee Sin,Cassiopeia,Ziggs,Sett
Fiora,Amumu,Ekko,Lux,Pyke
Kayle,Trundle,Ahri,Lux,Pyke
Jax,Rek'Sai,Zilean,Ezreal,Thresh
Kayle,Ekko,Orianna,Ezreal,Bard
Camille,Kayn,Karthus,Aphelios,Janna
Shen,Olaf,Orianna,Ezreal,Fiddlesticks
Renekton,Kha'Zix,Syndra,Kog'Maw,Lulu
Karma,Nidalee,Corki,Ashe,Bard
Vladimir,Volibear,Azir,Kai'Sa,Pantheon
Sion,Vi,Anivia,Tristana,Nautilus
Renekton,Ekko,Viktor,Aphelios,Bard
Poppy,Hecarim,Zoe,Wukong,Senna
Volibear,Kha'Zix,Orianna,Kog'Maw,Lulu
Sett,Sejuani,Kog'Maw,Aphelios,Pyke
Gangplank,Taliyah,Anivia,Ashe,Bard
Gragas,Hecarim,Kog'Maw,Caitlyn,Senna
Jarvan IV,Kha'Zix,Twisted Fate,Ezreal,Nautilus
Irelia,Master Yi,Galio,Ashe,Lulu
Wukong,Vi,Corki,Kai'Sa,Nautilus
Mordekaiser,Kha'Zix,Kog'Maw,Miss Fortune,Bard
Sion,Gragas,Malzahar,Ashe,Taric
Riven,Zac,Annie,Draven,Senna
Wukong,Gragas,Orianna,Ezreal,Bard
Volibear,Kayn,Malzahar,Kalista,Leona
Kennen,Ekko,Syndra,Aphelios,Nautilus
Nocturne,Elise,Fiddlesticks,Kai'Sa,Nautilus
Pantheon,Ekko,Orianna,Aphelios,Morgana
Gangplank,Ekko,Vladimir,Jhin,Brand
Renekton,Wukong,Zoe,Aphelios,Lulu
Malphite,Rengar,Kog'Maw,Ezreal,Bard
Mordekaiser,Lee Sin,Syndra,Jhin,Yuumi
Riven,Vi,Zoe,Wukong,Senna
Jayce,Ekko,Orianna,Ezreal,Bard
Riven,Lee Sin,Ekko,Draven,Morgana
Jayce,Nunu & Willump,Corki,Aphelios,Bard
Poppy,Nidalee,Anivia,Ashe,Lulu
Renekton,Amumu,Zed,Caitlyn,Swain
Maokai,Nidalee,Lissandra,Lucian,Pyke
Jayce,Kha'Zix,Twisted Fate,Ezreal,Bard
Renekton,Ekko,Kassadin,Ezreal,Thresh
Gangplank,Zac,Corki,Pyke,Taric
Lissandra,Kayn,Riven,Lucian,Xerath
Malphite,Kha'Zix,Twisted Fate,Ezreal,Thresh
Wukong,Sejuani,Ahri,Jhin,Morgana
Ornn,Sett,Orianna,Kai'Sa,Lulu
Pantheon,Vi,Kog'Maw,Kai'Sa,Nautilus
Urgot,Nidalee,Xerath,Caitlyn,Blitzcrank
Ornn,Volibear,Kog'Maw,Kai'Sa,Nautilus
Yorick,Graves,Cassiopeia,Lucian,Karma
Mordekaiser,Elise,Zed,Aphelios,Lulu
Ornn,Ekko,Anivia,Ashe,Bard
Shen,Trundle,Twisted Fate,Kai'Sa,Sett
Renekton,Sejuani,Gragas,Vayne,Karma
Ornn,Volibear,Kog'Maw,Ezreal,Bard
Mordekaiser,Trundle,Zoe,Ashe,Thresh
Gangplank,Lee Sin,Ekko,Aphelios,Taric
Maokai,Fiddlesticks,Kog'Maw,Varus,Nautilus
Kayle,Jarvan IV,Irelia,Ezreal,Lulu
Orianna,Ekko,Ornn,Sivir,Bard
Wukong,Hecarim,Diana,Kai'Sa,Soraka
Malphite,Nocturne,Twisted Fate,Ezreal,Bard
Ornn,Sett,Anivia,Kog'Maw,Lulu
Kennen,Jax,Zed,Ezreal,Pyke
Ornn,Kayn,Azir,Wukong,Senna
Malphite,Ekko,Kog'Maw,Aphelios,Morgana
Renekton,Ekko,Twisted Fate,Kog'Maw,Lulu
Ornn,Lee Sin,Nocturne,Kai'Sa,Thresh
Jayce,Nidalee,Orianna,Kog'Maw,Lulu
Malphite,Wukong,Pyke,Neeko,Lux
